,id,title,vendor,prod_type,publish,price (MYR),compare_at_price (MYR),weight (grams),available,sku
684,8331117789405,Clinex 77-677 Universal Cleaner,Clinex,Car Care Accessories,2024-01-11T10:09:21+00:00,109.00,142.00,10000,False,CLINEX-77677
685,8331115495645,Clinex 40-104 Leather Care Lotion,Clinex,Car Care Accessories,2024-01-11T10:05:35+00:00,99.00,129.00,1000,False,CLINEX-40104
686,8331106156765,Clinex 77-897 Universal Cleaner,Clinex,Car Care Accessories,2024-01-11T09:54:33+00:00,75.00,97.00,5000,False,CLINEX-77897
687,8331101634781,Clinex 77-330 Universal Cleaner,Clinex,Car Care Accessories,2024-01-11T09:50:41+00:00,70.00,91.00,5000,False,CLINEX-77330
688,8331094393053,Clinex 40-032 Auto Shampoo,Clinex,Car Care Accessories,2024-01-11T09:44:20+00:00,65.00,84.00,5000,False,CLINEX-40032
689,8331077288157,Clinex 77-907 Universal Cleaner,Clinex,Car Care Accessories,2024-01-11T09:29:48+00:00,43.00,56.00,1000,False,CLINEX-77907
690,8331076665565,Clinex 77-918 Industrial Cleaner,Clinex,Car Care Accessories,2024-01-11T09:29:18+00:00,39.00,51.00,1000,False,CLINEX-77918
691,8331076567261,Clinex 40-108 Synthetic Material Care Products,Clinex,Car Care Accessories,2024-01-11T09:29:11+00:00,43.00,56.00,1000,False,CLINEX-40108
692,8331076010205,Clinex 40-001 Paint Cleaner,Clinex,Car Care Accessories,2024-01-11T09:28:47+00:00,32.00,42.00,1000,False,CLINEX-40001
693,8331074765021,Clinex 77-909 Universal Cleaner,Clinex,Car Care Accessories,2024-01-11T09:27:45+00:00,34.00,44.00,1000,False,CLINEX-77909
694,8331073487069,Clinex 77-912 Window Cleaner,Clinex,Car Care Accessories,2024-01-11T09:26:59+00:00,24.00,31.00,500,False,CLINEX-77912
695,8331072471261,Clinex 40-105 Polish,Clinex,Car Care Accessories,2024-01-11T09:26:24+00:00,32.00,42.00,1000,False,CLINEX-40105
696,8331072012509,Clinex 77-057 Universal Cleaner,Clinex,Car Care Accessories,2024-01-11T09:26:06+00:00,574.00,746.00,20000,False,CLINEX-77057
697,8331070406877,Clinex 77-109 Universal Cleaner,Clinex,Car Care Accessories,2024-01-11T09:25:03+00:00,526.00,683.00,20000,False,CLINEX-77109
698,8331069128925,Clinex 77-064 Universal Cleaner,Clinex,Car Care Accessories,2024-01-11T09:24:06+00:00,507.00,659.00,20000,False,CLINEX-77064
699,8331066638557,Clinex 77-672 Universal Cleaner,Clinex,Car Care Accessories,2024-01-11T09:21:53+00:00,428.00,556.00,5000,False,CLINEX-77672
700,8331063427293,Clinex 77-680 Universal Cleaner,Clinex,Car Care Accessories,2024-01-11T09:19:12+00:00,372.00,483.00,10000,False,CLINEX-77680
701,8331062608093,Clinex 77-056 Universal Cleaner,Clinex,Car Care Accessories,2024-01-11T09:18:29+00:00,322.00,418.00,10000,False,CLINEX-77056
702,8331061952733,Clinex 77-674 Universal Cleaner,Clinex,Car Care Accessories,2024-01-11T09:18:00+00:00,337.00,438.00,5000,False,CLINEX-77674
703,8331061297373,Clinex 77-500 Universal Cleaner,Clinex,Car Care Accessories,2024-01-11T09:17:29+00:00,290.00,377.00,5000,False,CLINEX-77500
704,8331060478173,Clinex 77-063 Universal Cleaner,Clinex,Car Care Accessories,2024-01-11T09:16:49+00:00,304.00,395.00,10000,False,CLINEX-77063
705,8331060412637,Clinex 77-055 Universal Cleaner,Clinex,Car Care Accessories,2024-01-11T09:16:44+00:00,305.00,396.00,10000,False,CLINEX-77055
706,8331058938077,Clinex 77-059 Universal Cleaner,Clinex,Car Care Accessories,2024-01-11T09:15:23+00:00,270.00,351.00,10000,False,CLINEX-77059
